,text,searchTerm,disease,processed_text
757,RT @CircAHA: #REDEFINE trial - Losartan had no significant effect on RV dysfunction in adults with #TOF https://t.co/yCAeR6Evbf https://t.câ€¦,Losartan,High_Bp,"['redefin', 'trial', 'signific', 'effect', 'dysfunct']"
758,RT @CircAHA: #REDEFINE trial - Losartan had no significant effect on RV dysfunction in adults with #TOF https://t.co/yCAeR6Evbf https://t.câ€¦,Losartan,High_Bp,"['redefin', 'trial', 'signific', 'effect', 'dysfunct']"
759,Can Taking Losartan 50 Mg Cause Chest Pain? https://t.co/iURplAuyRB,Losartan,High_Bp,"['take', 'caus', 'chest', 'pain']"
760,https://t.co/RQu3sZNydW interesting commentary on the REDEFINE trial - itself showing no benefit from Losartan in RV dysfunction in ToF but a lot of interesting insight into how the right ventricle works (and indeed how it fails).,Losartan,High_Bp,"['interest', 'commentari', 'redefin', 'trial', 'show', 'benefit', 'dysfunct', 'lot', 'interest', 'insight', 'right', 'ventricl', 'work', 'inde']"
761,@Allen_Clifton I was just there Monday. My request to turn it off was denied. I think the doc does it to write more Losartan scripts.,Losartan,High_Bp,"['request', 'turn', 'think', 'doc', 'write']"
762,@AmishPornStar1 My doc has Fox News on in the waiting room. I told him my BP would be fine if that wasnâ€™t on. He wonâ€™t change it. I think he does it so he can write more Losartan prescriptions.,Losartan,High_Bp,"['doc', 'fox', 'news', 'wait', 'room', 'told', 'would', 'fine', 'wasnt', 'wont', 'chang', 'think', 'write']"
763,RT @myRxProfile: Did you know that combining #Antibiotics with your other #medications could cause an adverse drug reaction?? #meds #losartâ€¦,Losartan,High_Bp,"['know', 'combin', 'could', 'caus', 'advers', 'drug', 'reaction']"
764,"@PaulCarmichaelV @DCMoshe @donnamoon81146 @_Makada_ Many drugs depending on your ejection fraction .  But standard therapy is carvedilol (coreg), ace inhibitor (lisinopril, ramipril etc) and  aldosterone antagonist such as aldactone.  You can also use dig",Lisinopril,High_Bp,"['mani', 'depend', 'eject', 'fraction', 'standard', 'therapi', 'ace', 'inhibitor', 'antagonist', 'also', 'use', 'dig']"
765,"""As obsessed as you are with national politics, I'm surprised you don't watch Fox News, if not to get a balanced account of what is going on, at least to know first hand what the other side is up to."" There's not enough lisinopril on the planet to keep my bp in check for that.",Lisinopril,High_Bp,"['nation', 'polit', 'dont', 'watch', 'fox', 'news', 'get', 'balanc', 'account', 'go', 'least', 'know', 'first', 'hand', 'side', 'there', 'enough', 'planet', 'keep', 'check']"
766,"Lisinopril
Common brands: Zestril, Prinivil, Qbrelis
ACE inhibitor
It can treat high blood pressure and heart failure. It can also reduce the risk of death after a heart attack. https://t.co/5apQ6cTYWX",Lisinopril,High_Bp,"['common', 'ace', 'inhibitor', 'treat', 'high', 'blood', 'pressur', 'heart', 'failur', 'also', 'reduc', 'risk', 'death', 'heart', 'attack']"
767,"@RUNNNER65 @MeEncanta @Wendys @traderjoes @Walmart To count them out:3 baby aspirin, 1 Lisinopril and 1 chlorophyll. Now itâ€™s 139/89 w/ a 116 heart rate. Getting #better",Lisinopril,High_Bp,"['count', 'babi', 'aspirin', 'chlorophyl', 'w', 'heart', 'rate', 'get', 'better']"
768,"Iâ€™m on lisinopril 10 mg- never had any issues with that one, thankfully. <f0><U+009F><U+0099><U+008F><f0><U+009F><U+008F><U+00BD> https://t.co/2vaIvQYdZr",Lisinopril,High_Bp,"['never', 'one', 'thank']"
769,"@HyapatiaLee Had to have blood pressure medicine changed.They had me on lisinopril 10mg, changed me to Amlodipine Besylate 10 mg.Latter started making my feet swell,they switched me to lisinopril 20 mg. Initially, they thought lisinopril was causing my sw",Lisinopril,High_Bp,"['blood', 'pressur', 'medicin', 'make', 'switch', 'initi', 'thought', 'caus']"
770,"@FilthyTomLawlor @thekingnickgage Nick fucking Gage in a no ""bad words"" building.....double up on the  lisinopril @BLPMikey",Lisinopril,High_Bp,"['nick', 'gage', 'bad']"
771,Cheap Canadian Online Pharmacy - Purchase Lisinopril-hctz - Discounts And Free Shipping App... https://t.co/4NGKQvwM99 https://t.co/fM1MJqtL7L,Lisinopril,High_Bp,"['cheap', 'pharmaci', 'purchas', 'free', 'ship']"
772,"Comparative effectiveness of enalapril, lisinopril, and ramipril in the treatment of patients with chronic heart failure: a propensity score-matched cohort study - Enlighten: Publications https://t.co/7L3MbmZlr6 vÃ­a @enlightenpapers",Lisinopril,High_Bp,"['compar', 'effect', 'treatment', 'chronic', 'heart', 'failur', 'propens', 'cohort', 'studi', 'enlighten']"
773,@CarolAn29568287 @skyspruill07 @tajjackson3 @ThayanaScoJaxn @CrockwellCarole @DannySthrong @YoursTrulyApr @AlTarianosgirl @gulsenakbulak @graceds777 @angelalima1505 @nannymcphee9 @OpalEire @dinekesloot @Tiffanygirl12 @Carinaescabora @RenardMarlene @mcwhin,Lisinopril,High_Bp,[]
774,(side effects of lisinopril) has been published on All Personal Health - https://t.co/zgHMetiO84 https://t.co/uQF40b9go2,Lisinopril,High_Bp,"['side', 'effect', 'person', 'health']"
775,Lisinopril cost atÂ walmart https://t.co/kolgZXR6Zr,Lisinopril,High_Bp,['cost']
776,Lisinopril Tablets (New - Discontinuation) https://t.co/JSPSj5hwWR,Lisinopril,High_Bp,"['new', 'discontinu']"
777,Has anyone else noticed a recent adversity to ACE-Inhibitors based on reports from Facebook? Iâ€™ve had a few patients recently tell me they donâ€™t want lisinopril because they saw on Facebook that it causes angioedema. Was this a new meme that I missed?,Lisinopril,High_Bp,"['anyon', 'els', 'recent', 'advers', 'base', 'recent', 'tell', 'dont', 'want', 'saw', 'new']"
778,"So it turns out I'm one of the 1/3 of people who get the ""Lisinopril Cough"" while taking it...It was annoying at first, but now it's keeping me awake at night. Fuck my BP- I quit taking the stuff.",Lisinopril,High_Bp,"['turn', 'one', 'peopl', 'get', 'cough', 'take', 'annoy', 'first', 'keep', 'awak', 'night', 'quit', 'take', 'stuff']"
779,"Lisinopril is used to treat high blood pressure, and also to treat heart failure https://t.co/GyjNq9gfYH",Lisinopril,High_Bp,"['use', 'treat', 'high', 'blood', 'pressur', 'also', 'treat', 'heart', 'failur']"
780,"looking up patientâ€™s allergies and it says
Allergies: 
Lisinopril
Reaction: hypotension
#duh? https://t.co/9SyJNHq4T3",Lisinopril,High_Bp,"['look', 'reaction', 'hypotens']"
781,"50K 15 YEAR TERM UNDERWRITING HELP - https://t.co/Rf7wDN3CvO - 63, MALE, NON SMOKER

COPD-USES PRO AIR RESPISTICK DAILY WHEN NEEDED

LISINOPRIL HCZT 10-12 MGS

SPIRIVA 18 MCG 1 PUFF A DAY

LOOKING FOR 50K-75K 15 YE",Lisinopril,High_Bp,"['k', 'year', 'term', 'underwrit', 'help', 'male', 'non', 'smoker', 'pro', 'air', 'daili', 'puff', 'day', 'look', 'ye']"
782,"RT @tayyy_592: ACE Inhibitors are the â€œprilsâ€ 
 Ex. Lisinopril &amp; Monopril

Angiotensin Receptor Blockers(ARBs)
 Ex. Losartan &amp; Valsartan

Bâ€¦",Lisinopril,High_Bp,"['ace', 'ex', 'receptor', 'ex', 'b']"
783,"ACE Inhibitors are the â€œprilsâ€ 
 Ex. Lisinopril &amp; Monopril

Angiotensin Receptor Blockers(ARBs)
 Ex. Losartan &amp; Valsartan

Beta Blockers are the â€œlolsâ€
 Ex. Metoprolol &amp; Carvedilol

Diuretics(water pills) â€œidesâ€
 Ex. Furosemide(Lasix) &amp; Torsemide(Demadex)",Lisinopril,High_Bp,"['ace', 'ex', 'receptor', 'ex', 'beta', 'ex', 'ide', 'ex']"
784,This elephant needs Lisinopril and Hydrochlorothiazide!,Lisinopril,High_Bp,"['eleph', 'need']"
785,"@OfficiantR Lisinopril is an ACE inhibitor, not a diuretic actually. I opted to not to try a diuretic but went straight for the stronger stuff.",Lisinopril,High_Bp,"['ace', 'inhibitor', 'diuret', 'actual', 'tri', 'diuret', 'went', 'straight', 'stuff']"
786,@PineWoodsRunner watch out with the coughing for lisinopril. i coughed so hard i had to wear depends until it got out of my system.,Lisinopril,High_Bp,"['watch', 'hard', 'wear', 'got', 'system']"
787,"Annual check up - I *never* have health problems, my blood pressure was 170's/100's for several tries. Now I have to take lisinopril 20mg daily. I have bad cardiovascular genetics <f0><U+009F><U+00A4><U+00A2>",Lisinopril,High_Bp,"['annual', 'check', 'never', 'health', 'blood', 'pressur', 'sever', 'take', 'daili', 'bad', 'cardiovascular', 'genet']"
788,"@conservman48 @EMG0709 @NameRedacted7 Letâ€™s see: lisinopril, HCTZ, levothyroxin, Nexium and a daily baby aspirin. Thanks for asking...and I really mean that!",Lisinopril,High_Bp,"['see', 'daili', 'babi', 'aspirin', 'thank', 'realli', 'mean']"
789,@toates_19 @calvapo @kidney_boy NHS presumably does not have one prefd agent like the VA (which is lisinopril/losartan/HCTZ/atenolol) ?,Lisinopril,High_Bp,"['presum', 'one', 'agent', 'like']"
790,@LauraKHettiger Well it is lisinopril. Odd search result,Lisinopril,High_Bp,"['well', 'odd', 'search', 'result']"
791,RT @BronsonDeeann: @cobbdewayne_80 @aangeldelarue @nytimes &amp; watch for lisinopril for B.P.  horrible unusual cough that remained for TWO moâ€¦,Lisinopril,High_Bp,"['watch', 'horribl', 'unusu', 'cough', 'two', 'mo']"
792,"@cobbdewayne_80 @aangeldelarue @nytimes Some peeps can tolerate lisinopril, even for YEARS &amp; no cough at all",Lisinopril,High_Bp,"['toler', 'even', 'cough']"
793,@cobbdewayne_80 @aangeldelarue @nytimes &amp; watch for lisinopril for B.P.  horrible unusual cough that remained for TWO more MONTHS after stopping lisinopril.  Black box warning,Lisinopril,High_Bp,"['watch', 'horribl', 'unusu', 'cough', 'two', 'stop', 'black', 'box', 'warn']"
794,"Actually could care less about ratings and reimbursement but wish folks could afford their essential meds. Metformin, amlodipine and lisinopril free with an Rx at a public grocery store seems a good idea to me. https://t.co/Zcra4q9ziH",Lisinopril,High_Bp,"['actual', 'could', 'care', 'less', 'reimburs', 'wish', 'could', 'afford', 'essenti', 'free', 'public', 'groceri', 'store', 'good', 'idea']"
795,"@ru_okie @ethics13 If you don't, make sure to double up on the lisinopril.",Lisinopril,High_Bp,"['ethic', 'dont', 'make', 'sure', 'doubl']"
796,New post (High blood pressure meds. Lisinopril and its side effects.) has been published on Type Two Diabetes - https://t.co/KauAdiJJEC https://t.co/6adkyUTJht,Lisinopril,High_Bp,"['new', 'post', 'high', 'blood', 'pressur', 'side', 'effect', 'type', 'two', 'diabet']"
797,"@toates_19 @hswapnil @kidney_boy do you mean

""Treatment for at least 3 months with lisinopril 20 mg (A) +
amlodipine 10 mg (C)+ bendroflumethiazide 2.5 mg (D) or their
equivalentsâ€¡ ""?",Lisinopril,High_Bp,"['mean', 'treatment', 'least', 'c']"
798,"@MailOnline When I needed help I went to the MedCenter in Simi Valley, CA. The nurse said, â€œYou have high blood pressure.â€ The doctor gave me something for an upset stomach! WHATâ€™S THE CAUSE?! Thick, toxic blood. Lisinopril/aspirin saved me!  https:",Lisinopril,High_Bp,"['help', 'went', 'valley', 'ca', 'nurs', 'said', 'high', 'blood', 'pressur', 'doctor', 'gave', 'someth', 'upset', 'stomach', 'what', 'caus', 'thick', 'toxic', 'blood', 'save']"
799,"@mxdragoncakes @compybara @leftkish Every time I see a new doctor they want to test me for blood sugar and lipid levels, because I'm fat. It's always fine. I did have high blood pressure. I take lisinopril and that fixes that. Being a bit fat isn't the be",Lisinopril,High_Bp,"['everi', 'time', 'see', 'new', 'doctor', 'want', 'test', 'blood', 'sugar', 'fat', 'alway', 'fine', 'high', 'blood', 'pressur', 'take', 'bit', 'fat']"
800,"@PulmCrit Yeah never underestimate home med accumulation in a pt with new renal failure. Ex the dude with like 3 days of diarrhea and dehydration that takes lisinopril, gabapentin, and atenolol is usually good for a couple day ICU stay.",Lisinopril,High_Bp,"['yeah', 'never', 'underestim', 'home', 'accumul', 'new', 'renal', 'failur', 'ex', 'dude', 'like', 'day', 'diarrhea', 'dehydr', 'usual', 'good', 'coupl', 'day', 'stay']"
801,@matbo2 You are the LIAR! If you don't even know what Lisinopril is used for.....,Lisinopril,High_Bp,"['liar', 'dont', 'even', 'know', 'use']"
802,@matbo2 @Mood71567546 @CheriJacobus @Franklin_Graham mock. But as thousands have attested from across Globe. You enter an empty realm and pass to a cloud of light. JESUS sent me back both times! POISONED 93/Massive heart attack '94. Now yrs later on Lisin,Lisinopril,High_Bp,"['mood', 'mock', 'across', 'globe', 'enter', 'empti', 'realm', 'pass', 'cloud', 'light', 'sent', 'back', 'time', 'massiv', 'heart', 'attack', 'later']"
803,Lisinopril Side Effects Can Be Life Threatening: Beware Angioedema and ACE Inhibitors! - The People's Pharmacy https://t.co/kFJsc0gomo via @PeoplesPharmacy,Lisinopril,High_Bp,"['side', 'effect', 'life', 'threaten', 'bewar', 'ace', 'pharmaci', 'via']"
804,Best Pharmacy To Order Generic Drugs * is zestoretic the same as lisinopril * Fast Worldwid... https://t.co/9RiTlOcbA4 https://t.co/Bou2GhdlsW,Lisinopril,High_Bp,"['best', 'pharmaci', 'order', 'gener', 'fast']"
805,"RT @PermanenteJ: Case Presentation: A 68-year-old white woman presented with large-volume diarrhea, caused by visceral angioedema secondaryâ€¦",Lisinopril,High_Bp,"['case', 'present', 'white', 'woman', 'diarrhea', 'viscer', 'secondari']"
806,"RT @PermanenteJ: Case Presentation: A 68-year-old white woman presented with large-volume diarrhea, caused by visceral angioedema secondaryâ€¦",Lisinopril,High_Bp,"['case', 'present', 'white', 'woman', 'diarrhea', 'viscer', 'secondari']"
807,"Case Presentation: A 68-year-old white woman presented with large-volume diarrhea, caused by visceral angioedema secondary to lisinopril therapy. https://t.co/URdXd1tTZ6 https://t.co/Vlng0pqoiH",Lisinopril,High_Bp,"['case', 'present', 'white', 'woman', 'diarrhea', 'viscer', 'secondari', 'therapi']"
808,"@Jayne720 @cs0058sc @FBI Aw, this video ran my blood pressure up !! Where is my lisinopril ? Lol",Lisinopril,High_Bp,"['aw', 'video', 'ran', 'blood', 'pressur']"
809,I probably really should start taking my metformin again. Maybe the Lisinopril too.,Lisinopril,High_Bp,"['probabl', 'realli', 'start', 'take', 'mayb']"
810,"Is Lisinopril the Best Treatment for IgA Nephropathy Patients
Question: My adult daughter has IgA Nephropathy. She is being treated with 5mg Lisinopril daily. Is this the best treatment for her condition. She has no other illnesses and is otherwise healthy
https://t.co/DdB6q7k77L https://t.co/qaU3RtJqnP",Lisinopril,High_Bp,"['best', 'treatment', 'nephropathi', 'question', 'adult', 'daughter', 'nephropathi', 'daili', 'best', 'treatment', 'condit', 'otherwis', 'healthi']"
811,"@GualcoJodie @realDonaldTrump HaHa, I fully understand, I take Atenolol in the morning &amp; Lisinopril at night for my BP, but I still need to stay informed, I have learned to laugh at their obvious lies &amp; ignorance, I meditate, I am gravitating towa",Lisinopril,High_Bp,"['fulli', 'understand', 'take', 'morn', 'night', 'still', 'need', 'stay', 'inform', 'learn', 'laugh', 'obviou', 'ignor', 'medit']"
812,RT @ERThroatPunchRN: Why should I spend my money to carry a drug I'll never use myself?  Do you pay for someone else's lisinopril or lantusâ€¦,Lisinopril,High_Bp,"['spend', 'money', 'carri', 'drug', 'ill', 'never', 'use', 'pay', 'someon']"
813,Why should I spend my money to carry a drug I'll never use myself?  Do you pay for someone else's lisinopril or lantus?   https://t.co/29vTvoBvQK,Lisinopril,High_Bp,"['spend', 'money', 'carri', 'drug', 'ill', 'never', 'use', 'pay', 'someon']"
814,RT @TonyDHinnant: Lisinopril Side Effects Can Be Lethal - The People's Pharmacy https://t.co/qH5MwPH0SQ via @PeoplesPharmacy,Lisinopril,High_Bp,"['side', 'effect', 'lethal', 'pharmaci', 'via']"
815,"Some unavailable items today - Scandishake all flavours, lisinopril HCTZ 20mg/12.5mg, Seroquel 200mg, lacrilube, testoterone gel #gppharmacists #pharmacists",Lisinopril,High_Bp,"['unavail', 'today', 'gel']"
816,"Medications that are probably associated with #gynecomastia: risperidone, verapamil, amlodipine, nifedipine, anabolic steroids, alcohol.",Amlodipine,High_Bp,"['probabl', 'associ', 'gynecomastia', 'anabol', 'alcohol']"
817,@Cefadroxill @Aakbar84 Now see.. Making dossier of Amlodipine + Valsartan.. Trust me Garlic is far better than to get addict of it.. But khair mera to Dhanda hai... :P,Amlodipine,High_Bp,"['see', 'make', 'dossier', 'trust', 'garlic', 'far', 'better', 'get', 'addict', 'khair', 'p']"
818,@swankpharm  interesting read below. Wonder which study shows how amlodipine thickens blood pressure. https://t.co/UZyeO2xbTe,Amlodipine,High_Bp,"['interest', 'read', 'wonder', 'studi', 'blood', 'pressur']"
819,"Composition for Telista-AM Tablet
Telmisartan (40mg) + Amlodipine (5..For more info visit...https://t.co/QDkf2HdVCh https://t.co/8rQj8aKK04",Amlodipine,High_Bp,"['composit', 'tablet']"
820,"@HyapatiaLee Had to have blood pressure medicine changed.They had me on lisinopril 10mg, changed me to Amlodipine Besylate 10 mg.Latter started making my feet swell,they switched me to lisinopril 20 mg. Initially, they thought lisinopril was causing my sw",Amlodipine,High_Bp,"['blood', 'pressur', 'medicin', 'make', 'switch', 'initi', 'thought', 'caus']"
821,I liked a @YouTube video https://t.co/yjvywryH41 How does Amlodipine work?,Amlodipine,High_Bp,"['video', 'work']"
822,"How to pronounce #amlodipine (#Norvasc) (Memorizing #Pharmacology Flashcard) 

Amlodipine is a dihydropyridine calcium channel blocker for #hypertension.

https://t.co/LpY4u5Mc4c via @YouTube",Amlodipine,High_Bp,"['pronounc', 'pharmacolog', 'calcium', 'channel', 'blocker', 'hypertens', 'via']"
